0
0
1,919977
2,410658
2,431995
2,453311
2,474648
2,495986
2,517324
2,538662
2,538662
2,559977
2,581315
2,581315
2,602653
2,623991
2,645329
2,666644
2,687982
2,687982
2,70932
2,730658
2,730658
2,751996
2,773311
2,794648
2,815986
2,837324
2,858662
2,858662
2,879977
2,901315
2,901315
2,922653
2,943991
2,965329
2,986644
3,007982
3,02932
3,02932
3,050658
3,071995
3,071995
3,093311
3,114649
3,135986
3,157324
3,178662
3,199977
3,199977
3,221315
3,242653
3,242653
3,263991
3,285329
3,306644
3,327982
3,34932
3,34932
3,370658
3,391995
3,434649
3,455986
3,477324
3,498662
3,519977
3,519977
3,541315
3,562653
3,583991
3,605329
3,626644
3,626644
3,647982
3,66932
3,690658
3,711995
3,733311
3,733311
3,754648
3,797324
3,818662
3,839977
3,839977
3,861315
3,882653
3,903991
3,925329
3,946644
3,946644
3,967982
3,98932
4,010658
4,010658
4,031995
4,053311
4,074648
4,095986
4,117324
4,117324
4,138662
4,159977
4,159977
4,181315
4,202653
4,223991
4,245329
4,266644
4,266644
4,287982
4,309319
4,330657
4,330657
4,351995
4,373311
4,394649
4,415987
4,437324
4,437324
4,458662
4,479977
4,479977
4,501315
4,522653
4,543991
4,565329
4,586644
4,586644
4,607982
4,62932
4,650658
4,650658
4,671996
4,693311
4,714649
4,735986
4,735986
4,757324
4,778662
4,799977
4,799977
4,821315
4,842653
4,863991
4,885329
4,906644
4,906644
4,927982
4,94932
4,970658
4,970658
4,991995
5,01331
5,034648
5,055986
5,077324
5,077324
5,098662
5,119977
5,119977
5,162653
5,162653
5,183991
5,205329
5,226644
5,247982
5,26932
5,26932
5,290658
5,311996
5,311996
5,333311
5,354649
5,375987
5,397324
5,418662
5,439977
5,439977
5,461315
5,482653
5,482653
5,503991
5,525329
5,546644
5,567982
5,58932
5,58932
5,610658
5,631996
5,631996
5,653311
5,674649
5,695986
5,717324
5,738662
5,738662
5,759977
5,781315
5,781315
5,802653
5,823991
5,845329
5,866644
5,887982
5,887982
5,90932
5,930657
5,930657
5,951995
5,97331
5,994648
6,015986
6,037324
6,037324
6,058662
6,079978
6,101315
6,101315
6,122653
6,143991
6,165329
6,186644
6,207982
6,22932
6,22932
6,250658
6,271996
6,271996
6,293311
6,314649
6,335987
6,357324
6,378662
6,378662
6,399977
6,421315
6,421315
6,442653
6,463991
6,485329
6,506644
6,527982
6,527982
6,54932
6,570658
6,570658
6,591995
6,613311
6,634648
6,655986
6,677324
6,677324
6,698662
6,719977
6,719977
6,741315
6,762653
6,783991
6,805329
6,826644
6,847982
6,847982
6,86932
6,890657
6,890657
6,911995
6,933311
6,954648
6,975986
6,997324
6,997324
7,018662
7,039978
7,039978
7,061315
7,082653
7,103991
7,125329
7,146644
7,146644
7,167982
7,18932
7,210658
7,210658
7,231996
7,253311
7,274649
7,295986
7,317324
7,317324
7,338662
7,359977
7,359977
7,381315
7,402653
7,423991
7,445329
7,466644
7,487982
7,487982
7,50932
7,530658
7,530658
7,551995
7,573311
7,594648
7,615986
7,637324
7,637324
7,658662
7,679977
7,701315
7,701315
7,722653
7,743991
7,765329
7,786644
7,807982
7,807982
7,82932
7,850657
7,850657
7,871995
7,893311
7,914649
7,935987
7,957324
7,978662
7,978662
7,999977
8,021316
8,021316
8,042653
8,063991
8,085329
8,106644
8,127982
8,14932
8,170657
8,170657
